,group_id,title,year,cnt,fraction
15753,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2000,461,0.054589936031489275
16169,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2001,393,0.04242919560506948
17081,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2002,416,0.04363647043891366
17519,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2003,398,0.039876762768329035
18348,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2004,305,0.03142195147832555
18716,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2005,252,0.029174804546175496
19576,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2006,263,0.025213620723870588
20142,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2007,236,0.02468849087415042
20625,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2008,213,0.02280982814454363
21383,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2009,279,0.027922449649518212
21822,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2010,424,0.03140626747621753
22921,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2011,417,0.029246964312391245
23204,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2012,503,0.0319574882811954
24268,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2013,571,0.03195952167062663
24499,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2014,634,0.030497924313195403
25608,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2015,770,0.033687445257901454
25927,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2016,965,0.039176299029239726
26500,A01G,"HORTICULTURE; CULTIVATION OF VEGETABLES, FLOWERS, RICE, FRUIT, VINES, HOPS OR SEAWEED; FORESTRY; WATERING ",2017,511,0.03573733964529816
189,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1976,9,0.0035410904197765965
840,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1977,11,0.004871826669264974
1650,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1978,8,0.003287621693371744
1949,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1979,3,0.0016976103305247313
2941,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1980,10,0.004516161082433488
3592,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1981,8,0.003309381683399728
4318,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1982,11,0.00510038484722029
4924,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1983,8,0.0037315521391122638
5698,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1984,10,0.004043884231682215
6079,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1985,20,0.007419966387552265
6428,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1986,32,0.012139605462822459
7362,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1987,40,0.012725601046044406
8316,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1988,45,0.014675380581536415
8609,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1989,41,0.010671247494859582
8986,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1990,23,0.006170835557964268
9781,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1991,43,0.010526006579978067
10336,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1992,53,0.012254051929435157
11392,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1993,48,0.01076841623518221
12136,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1994,121,0.02504268639726807
12603,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1995,86,0.017550232438543575
13093,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1996,177,0.031903618627387366
13886,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1997,158,0.025612927071242842
14408,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1998,326,0.04110898420456638
14833,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,1999,369,0.045226186084307
15464,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2000,338,0.04002472533328281
16298,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2001,305,0.032928510584087
16843,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2002,249,0.026118945046368993
17476,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2003,195,0.01953760989905568
18200,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2004,326,0.033585430104702066
18917,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2005,296,0.034268818038364866
19467,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2006,373,0.035759241558949544
19950,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2007,469,0.04906314499990062
20968,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2008,445,0.04765433579493857
21470,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2009,598,0.059848117886780974
21940,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2010,622,0.04607240181652666
22586,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2011,789,0.0553377813968266
23471,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2012,1072,0.06810820564103671
23784,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2013,1231,0.06890047491513376
24745,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2014,1388,0.06676832641437731
25101,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2015,1537,0.06724364072908381
25856,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2016,1646,0.06682299295557367
26553,A01H,NEW PLANTS OR PROCESSES FOR OBTAINING THEM; PLANT REPRODUCTION BY TISSUE CULTURE TECHNIQUES,2017,1076,0.07525122790281961
315,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1976,45,0.01770545209888298
955,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1977,43,0.019044413343490354
1380,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1978,26,0.010684770503458167
2524,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1979,21,0.011883272313673119
2587,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1980,48,0.021677573195680745
3591,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1981,46,0.019028944679548434
3945,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1982,49,0.022719896137617657
4940,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1983,50,0.023322200869451647
5129,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1984,57,0.023050140120588626
5884,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1985,51,0.018920914288258275
6610,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1986,58,0.022003034901365705
7229,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1987,40,0.012725601046044406
8140,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1988,31,0.010109706622836197
8563,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1989,40,0.010410973165716665
9030,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1990,46,0.012341671115928536
9889,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1991,37,0.009057261475795081
10372,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1992,48,0.011098009294582784
11393,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1993,61,0.013684862298877392
11821,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1994,38,0.007864645314844518
12392,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1995,34,0.006938463987331181
12833,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1996,41,0.007390103749846791
13783,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1997,57,0.009240106601650899
14740,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1998,103,0.012988421389786309
15194,A01J,MANUFACTURE OF DAIRY PRODUCTS ,1999,112,0.013727189272201583
15921,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2000,84,0.009946973159750757
16328,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2001,68,0.007341438425304643
17185,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2002,97,0.010174850078304388
17860,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2003,65,0.0065125366330185605
18326,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2004,76,0.007829732171648333
19130,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2005,34,0.003936283153055424
19677,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2006,59,0.0056562875388150744
20356,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2007,70,0.007322857462671734
20970,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2008,29,0.0031055634562993676
21371,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2009,33,0.003302655334889251
22429,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2010,46,0.0034072837356273734
23076,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2011,62,0.0043484695140725595
23600,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2012,82,0.005209769461347958
23752,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2013,97,0.005429200704116957
24637,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2014,225,0.01082339585247471
25560,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2015,150,0.006562489335954829
26264,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2016,346,0.014046631569033104
26785,A01J,MANUFACTURE OF DAIRY PRODUCTS ,2017,172,0.012029006690785292
609,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1976,589,0.23174469524982394
1154,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1977,550,0.2435913334632487
1524,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1978,411,0.16890156449697333
2157,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1979,445,0.25181219902783514
2967,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1980,593,0.26780835218830584
3468,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1981,494,0.2043543189499332
4453,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1982,422,0.19566930959336024
4520,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1983,358,0.1669869582252738
5275,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1984,502,0.2030029884304472
6066,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1985,604,0.22408298490407838
6851,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1986,539,0.20447647951441578
7586,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1987,706,0.22460685846268377
7808,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1988,724,0.236110567578497
8393,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1989,933,0.24283594909034123
8983,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1990,822,0.2205402968976795
9734,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1991,887,0.21712948456838477
10632,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1992,964,0.22288501999953758
11259,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1993,895,0.2007860943851683
12125,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1994,1029,0.21296631655197393
12576,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1995,799,0.16305390370228276
13358,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1996,1226,0.22098212676371135
13640,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1997,1386,0.2246804868401429
14202,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1998,2089,0.263425361973433
15108,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",1999,2269,0.27809814695201246
15401,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2000,2175,0.2575555550292607
16327,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2001,2117,0.22855625215249895
16936,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2002,2102,0.2204900501504724
17461,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2003,2203,0.22072489542369061
18223,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2004,1720,0.17719920177940965
18867,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2005,1543,0.1786377913283682
19482,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2006,2032,0.19480637760800393
20269,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2007,1820,0.1903942940294651
20659,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2008,1759,0.18836848688381339
21305,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2009,1632,0.1633313183799775
22444,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2010,2021,0.14969827021093307
22474,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2011,1760,0.12344042491560812
23141,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2012,1818,0.11550440098451936
23853,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2013,1969,0.11020717717944628
24749,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2014,2338,0.11246710890260386
25325,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2015,2548,0.11147481885341937
26092,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2016,2817,0.11436231540452675
26395,A01K,"ANIMAL HUSBANDRY; CARE OF BIRDS, FISHES, INSECTS; FISHING; REARING OR BREEDING ANIMALS, NOT OTHERWISE PROVIDED FOR; NEW BREEDS OF ANIMALS",2017,1791,0.12525552897207243
405,A01L,SHOEING OF ANIMALS ,1976,7,0.0027541814376040195
882,A01L,SHOEING OF ANIMALS ,1977,4,0.0017715733342781724
1876,A01L,SHOEING OF ANIMALS ,1978,8,0.003287621693371744
2231,A01L,SHOEING OF ANIMALS ,1979,5,0.002829350550874552
2995,A01L,SHOEING OF ANIMALS ,1980,22,0.009935554381353674
3290,A01L,SHOEING OF ANIMALS ,1981,10,0.00413672710424966
4291,A01L,SHOEING OF ANIMALS ,1982,3,0.0013910140492418973
4895,A01L,SHOEING OF ANIMALS ,1983,5,0.002332220086945165
5500,A01L,SHOEING OF ANIMALS ,1984,5,0.0020219421158411076
6006,A01L,SHOEING OF ANIMALS ,1985,8,0.0029679865550209057
6730,A01L,SHOEING OF ANIMALS ,1986,12,0.004552352048558422
7045,A01L,SHOEING OF ANIMALS ,1987,9,0.0028632602353599913
8239,A01L,SHOEING OF ANIMALS ,1988,17,0.005544032664135979
8452,A01L,SHOEING OF ANIMALS ,1989,17,0.004424663595429583
9038,A01L,SHOEING OF ANIMALS ,1990,11,0.0029512691798959543
10037,A01L,SHOEING OF ANIMALS ,1991,22,0.005385398715337616
10677,A01L,SHOEING OF ANIMALS ,1992,23,0.005317796120320918
11307,A01L,SHOEING OF ANIMALS ,1993,24,0.005384208117591105
12153,A01L,SHOEING OF ANIMALS ,1994,19,0.003932322657422259
12225,A01L,SHOEING OF ANIMALS ,1995,6,0.0012244348212937378
13111,A01L,SHOEING OF ANIMALS ,1996,14,0.002523450060923294
13957,A01L,SHOEING OF ANIMALS ,1997,19,0.003080035533883633
14326,A01L,SHOEING OF ANIMALS ,1998,16,0.0020176188566658343
14908,A01L,SHOEING OF ANIMALS ,1999,15,0.0018384628489555692
15850,A01L,SHOEING OF ANIMALS ,2000,24,0.0028419923313573593
16450,A01L,SHOEING OF ANIMALS ,2001,16,0.0017273972765422688
17003,A01L,SHOEING OF ANIMALS ,2002,24,0.002517488679168096
17335,A01L,SHOEING OF ANIMALS ,2003,19,0.001903664554266964
18181,A01L,SHOEING OF ANIMALS ,2004,14,0.0014423190842510088
18908,A01L,SHOEING OF ANIMALS ,2005,12,0.001389276406960738
19389,A01L,SHOEING OF ANIMALS ,2006,5,0.00047934640159449785
20410,A01L,SHOEING OF ANIMALS ,2007,15,0.0015691837420010858
20614,A01L,SHOEING OF ANIMALS ,2008,20,0.0021417679008961157
21598,A01L,SHOEING OF ANIMALS ,2009,20,0.0020016092938722734
21828,A01L,SHOEING OF ANIMALS ,2010,17,0.001259213554470986
23536,A01L,SHOEING OF ANIMALS ,2012,15,0.000953006608783163
24313,A01L,SHOEING OF ANIMALS ,2013,11,0.0006156825540751189
24656,A01L,SHOEING OF ANIMALS ,2014,18,0.0008658716681979767
25178,A01L,SHOEING OF ANIMALS ,2015,11,0.0004812492179700208
26083,A01L,SHOEING OF ANIMALS ,2016,14,0.0005683608149319754
26770,A01L,SHOEING OF ANIMALS ,2017,6,0.00041961651246925436
47,A01M,CATCHING OR TRAPPING OF ANIMALS ; APPARATUS FOR THE DESTRUCTION OF NOXIOUS ANIMALS OR NOXIOUS PLANTS ,1976,163,0.06413308204706503
1120,A01M,CATCHING OR TRAPPING OF ANIMALS ; APPARATUS FOR THE DESTRUCTION OF NOXIOUS ANIMALS OR NOXIOUS PLANTS ,1977,127,0.05624745336333198
1576,A01M,CATCHING OR TRAPPING OF ANIMALS ; APPARATUS FOR THE DESTRUCTION OF NOXIOUS ANIMALS OR NOXIOUS PLANTS ,1978,149,0.06123195403904873
2371,A01M,CATCHING OR TRAPPING OF ANIMALS ; APPARATUS FOR THE DESTRUCTION OF NOXIOUS ANIMALS OR NOXIOUS PLANTS ,1979,144,0.0814852958651871
